obs;Data;FZ_POA_total_deflacion;FZ_POA_1D_deflacion;FZ_POA_2D_deflacion;FZ_POA_3D_deflacion;FZ_POA_4D_deflacion;IPCA_POA;CUB_RS;Var_RY_BR_Total;Var_RY_BR_1Dorm;Var_RY_BR_2Dorm;Var_RY_BR_3Dorm;Var_RY_BR_4Dorm;Var_Tx_financ_imob;Var_IBCR_RS;Var_Tx_desocup_BR;Var_expect_infl
2014M03;41699;-1.97999784551424;-1.49861783413846;-2.01996604479844;-2.52274923968513;-2.37296802270746;0.93;0.372165252081724;-0.0183923029368705;-0.504711126187839;0.000291616307577344;0.349112985711341;0.0725465517025134;11.4285714285714;15.492377420684;5.88235294117648;0
2014M04;41730;-2.40422530581205;-2.2670621824632;-2.19273398879506;-2.86428249563322;-2.71363745775342;1.08;0.435694977948486;0.121680314875425;0.246843576568618;0.216765664413466;-0.0960195733957939;-0.377755261234376;-5.12820512820513;-7.62873112141754;0;4.16666666666666
2014M05;41760;-0.449350665436643;-0.294293879664342;-0.352564012889023;-0.712208915218882;-1.35849683920842;0.75;-0.146077164155312;0.0962715163558285;1.31600656245165;-0.237860693692612;-0.299575873299153;-1.57554332338058;2.70270270270271;-13.543611200515;-1.3888888888889;-4
2014M06;41791;0.950543411201421;1.10631239997661;1.0429174957999;0.674244865771478;0.219898470835456;0.29;3.327452145156;-0.404467729232014;0.111100605123303;-0.48134697113567;-0.505278402351279;-1.72774969435396;-2.63157894736842;-7.41568014295288;-2.81690140845069;2.77777777777778
2014M07;41821;1.17162822132955;1.52771574775965;1.14258795522162;0.900332869556353;-0.622715958622189;0.05;0.364675395994585;-0.538237394053644;-0.324530405615311;-0.664454070289191;-0.503083005510675;-1.0162760132874;4.05405405405406;3.98069963811823;1.44927536231884;-2.7027027027027
2014M08;41852;0.943788742764173;1.05540435251481;0.896285866790669;0.933655673714018;0.165385913583793;0.15;0.162438978515289;-0.886911009504264;-1.58512059541421;-0.71384243999504;-0.574667629776787;-0.0877102083540595;0;0.224284609435415;0;0
2014M09;41883;0.753371881369036;0.799931313652924;0.629073135366531;0.716394224874572;2.43989945937173;0.41;-0.256066645612296;-0.596432631706876;-0.252324438998468;-0.794282471081513;-0.736111727913415;-0.575019261252999;-1.2987012987013;0.0848830928312256;-1.42857142857142;1.38888888888888
2014M10;41913;0.0310253329000476;-0.199548240034653;-0.0515294054098447;0.259401832697903;2.24931892062412;0.74;-0.00342298706966782;-0.751997388921282;-0.591298698527732;-0.792419798226228;-0.891355636509394;-0.581675904122308;0;3.76252891287589;-2.89855072463768;2.73972602739726
2014M11;41944;0.650545887952902;0.344266591354514;0.68436683954014;0.789573192944659;3.03727567246892;0.39;0.261011698458735;-0.358509744505764;0.21380820240371;-0.516127105890365;-0.660661590599443;-0.813304068157564;-2.63157894736842;-0.824788230049052;-1.49253731343284;0
2014M12;41974;-1.68719515596023;-1.42690655652623;-1.95036190776914;-1.60536560854245;-2.19815836251785;0.8;0.212533501766843;0.0586583511048465;0.200483012332215;0.10468917444348;-0.0818815426215784;-0.141031318946185;-2.70270270270271;0.629354911216006;0;-1.33333333333333
2015M01;42005;-1.84996155169979;-1.62886093377521;-1.96681558018857;-1.93888102699723;-2.2314465585807;1.19;1.22735441668727;0.191596622916251;0.497603222827544;0.11440870403619;0.283674064979011;-1.37158214629856;4.16666666666667;-1.69011987193806;4.54545454545456;-2.7027027027027
2015M02;42036;-1.44818875441161;-1.47047409140691;-1.54927771772727;-1.24168801594885;-1.74244833965983;1.13;0.344978459881529;0.141826011093533;-0.140654845063231;0.43531021435384;0.0786934160639104;-0.145592885709268;-5.33333333333334;6.33898818539837;8.69565217391304;9.72222222222222
2015M03;42064;-0.596201083041048;-0.956727690168835;-0.597807850230003;-0.15459635178342;-0.13484446475257;1.81;0.33959985912897;0.0586788106880489;0.274673599159513;0.171266459730326;-0.130841063726821;-0.643845095518267;11.2676056338028;22.4058115518838;6.66666666666667;6.32911392405063
2015M04;42095;0.123093930857054;0.310279377896827;0.08652597923553;-0.00963126944651949;-0.566793276879318;0.6;0.602525425570133;-0.113002109475586;0.0625235014402337;-0.0279227847577634;-0.438386994888583;0.050387834500102;-1.26582278481013;-10.0715657182754;1.25;4.76190476190477
2015M05;42125;-0.271663338820538;-0.138600766948249;-0.33141553875824;-0.393833269042043;0.0446578799401687;0.97;0.63297448165871;-1.46581825859847;-1.7515304163348;-1.62750662690421;-1.17425512535164;-0.648873914303294;3.84615384615385;-16.9384057971015;2.46913580246915;1.13636363636363
2015M06;42156;-0.260719871039028;-0.074247105742864;-0.416044163549256;-0.143189016205492;-1.75171179447028;0.75;0.870850048701555;-0.824526275177749;-0.628300999755295;-0.744523759525467;-1.10817419776036;-1.02446663418173;2.46913580246912;-4.73594017759776;1.20481927710843;3.37078651685392
2015M07;42186;-0.413195355195217;-0.51128892832506;-0.443209005296308;-0.189960669644096;-0.906662589232154;0.81;3.84612237215736;-0.798613573419784;-0.324349501102721;-0.723870778581571;-1.3106294225767;-1.20009309790061;3.6144578313253;2.81275551921504;3.57142857142856;5.43478260869565
2015M08;42217;0.0683180486660939;-0.0419609653568576;0.187520816974174;0.108057111279014;-0.62533390630376;0.28;0.0748615062135194;-0.617542971685331;-0.209030012936391;-0.514007178351121;-1.07268785234511;-1.04547209288234;-2.32558139534884;-2.02799427389852;2.29885057471266;3.09278350515465
2015M09;42248;-1.80738244758363;-2.27493528316942;-1.89946725663818;-1.12916346771934;-0.776857438057899;0.56;0.34882988440581;-0.881503617491954;-0.686236777766045;-0.933900701315056;-0.984654694020591;-0.996079086975797;-1.19047619047619;-2.35408718240116;1.12359550561797;0
2015M10;42278;0.240330367658226;0.412169786851213;0.109902450510968;0.238980989125559;-0.176443105416446;0.73;0.658354192986432;-0.483492547070178;-0.486366274438751;-0.474544706053341;-0.431142407644836;-0.935042820569854;0;3.13409260952697;1.11111111111111;0
2015M11;42309;-0.568681825578699;-0.621156694324998;-0.586747058444737;-0.563276279512459;0.414345496874402;1.03;0.358596173934744;-0.507938732940118;-0.236779878877146;-0.715934217235064;-0.496840217375903;-0.8144545962833;1.20481927710843;-0.548121876511371;0;0.999999999999996
2015M12;42339;-0.912295258326512;-0.626276477556809;-1.12481828002339;-1.11270833944381;0.434543644330776;0.82;0.442759713526675;-0.0860787551475492;0.266159296575505;-0.373974076273794;-0.13066624876495;-0.0912514163347841;-4.76190476190475;2.18836116064192;0;8.91089108910892
2016M01;42370;-1.48363501423643;-1.61093730684706;-1.36566584669892;-1.55461763755614;-0.743232108089764;1.56;2.14062548334211;-0.688537170316543;0.5622627499207;0.0508585458450878;-1.22909718569076;-2.2793543516717;3.74999999999999;-1.5625;5.49450549450549;2.72727272727273
2016M02;42401;-1.19856031615564;-1.22301141753278;-1.2462787915604;-1.16495039286409;-0.474901436893338;0.97;0.544383536751569;0.110450781607766;0.164459999480007;0.0987304183706468;-0.0786083530366828;0.59418633347711;-2.40963855421686;9.00813794214809;8.33333333333334;0.884955752212386
2016M03;42430;-0.372750224261076;-0.467359289892788;-0.378141816161581;-0.290452671441133;0.170750763654581;0.67;0.0323807372265561;-0.205317966860281;-0.153512976411523;-0.281886033100101;-0.236116857695578;-0.0402802171919858;4.93827160493826;17.8209771601745;6.73076923076922;-2.63157894736843
2016M04;42461;-0.420728153846495;-0.351652540068215;-0.677864658826788;-0.133526669167272;-0.448401932346976;0.94;0.612776464565856;-0.294399944395181;-0.0369913459538986;-0.409187232193265;-0.396542423784795;-0.273886496597073;-1.1764705882353;-8.61355081555836;1.80180180180181;-3.60360360360361
2016M05;42491;-0.259927363877643;-0.143925192551286;-0.574264777942801;0.247875284873289;-2.37704170109271;0.92;-0.277586568102239;-0.581276666662451;-0.390918154482895;-0.539643892800872;-0.640680799981664;-0.856185561598063;4.76190476190477;-14.3955515892085;0;-3.73831775700933
2016M06;42522;0.00239961062522553;0.232251949989792;-0.128558808436796;-0.00312597274395587;-1.1731598755899;-0.02;0.261102482724462;-0.718901480153499;-0.525852256607178;-0.759793958870146;-0.724804709298642;-0.685958993524234;1.13636363636364;-2.41379310344828;0.884955752212386;1.94174757281553
2016M07;42552;-0.43019410057531;-0.33286860359919;-0.37140808455558;-0.583062708967552;-1.0932742789548;0.57;-0.0067350649933684;-0.725808903168766;-0.699696175617573;-0.737307252763293;-0.630123301764326;-0.581448464475984;1.12359550561798;-1.49560358287451;2.63157894736841;-4.76190476190476
2016M08;42583;0.215080340634177;0.379379136062741;0.119502059992205;0.122109350196542;0.344321158611693;0.37;0.464750785810519;-0.452559006924774;-0.387117341566155;-0.361117165056679;-0.519784818006823;-0.566554825880677;-1.11111111111111;2.32752148160507;1.70940170940172;-1.99999999999999
2016M09;42614;0.282113173114262;0.124481662783715;0.321265039058849;0.406593610780637;0.604179507606029;0.19;0.551247383437237;-0.267815823188984;-0.232661250477936;-0.320406026687983;-0.205565602554395;-0.167063642622869;-1.12359550561798;-3.55454100766346;0;0
2016M10;42644;0.055007284881281;0.00757509845625837;-0.0125214054360501;0.174989350664556;0.496114898077527;0.25;1.43575762514725;-0.622626273153619;-0.784237605768362;-0.693851242844633;-0.384122140911919;-0.244341361726356;-3.40909090909091;2.67962806424345;0;-7.14285714285715
2016M11;42675;-0.0455074253161714;-0.107557641172118;-0.166693191729217;0.134747976910732;0.784463960200354;0.37;0.25781666532767;-0.563447014462201;-0.933605763801118;-0.570619022792548;-0.195118072682412;-0.291973533103366;0;1.605334650531;0.840336134453779;1.09890109890109
2016M12;42705;0.122203788530584;0.196956978074603;0.0424327291520754;0.0935305947954213;0.592563956543057;-0.04;0.405035258464936;-0.555562072553926;-1.03023772309463;-0.319727694460669;-0.110163938327582;-1.74419862813721;2.35294117647059;0.631988332523093;1.66666666666666;-1.08695652173913
2017M01;42736;-0.11943145379415;-0.203470712170795;-0.141970481091691;-0.00860899108696689;0.249067328540287;0.18;0.539803233015057;-0.713333854960289;-0.383820451543662;-0.141051085924244;-1.02925223620421;-3.45359241684601;0;1.82769726247987;4.09836065573771;-13.1868131868132
2017M02;42767;-0.177232130303762;-0.0541506321039331;-0.396499026538166;-0.019915041243479;-0.264318589733636;0.24;0.101752157723056;0.0321061154758904;0.123538724783751;-0.0350911344890166;0.0434564566087049;-0.21346514546548;-14.9425287356322;11.2516802403732;4.72440944881891;-3.79746835443039
2017M03;42795;-0.267057055249365;-0.468949844286382;-0.376150973439693;0.0906602384249888;0.465428002915536;0.24;0.242226755963748;0.18470701458628;0.4749474856391;0.0826803365652796;0.0741981743342698;0.0308592246238785;6.75675675675676;21.1229566453447;4.51127819548872;-1.31578947368421
2017M04;42826;-0.369194291629349;-0.475516205961135;-0.560036862802893;-0.0575994830607662;0.713868194162015;0.22;-0.0690404102151043;0.0718632714156026;0.289233015386257;0.130191804528893;-0.163681688424815;-0.317937247360803;-7.59493670886077;-12.5102687477996;-1.43884892086332;0
2017M05;42856;-0.634670408035332;-0.864434795918845;-0.540435570294706;-0.511484750958258;-0.122504870870144;0.48;0.0582930919087676;0.197994863224034;0.282374679718011;0.353894746592213;-0.0205244311087739;-0.136392238083036;8.21917808219179;-13.9302481556003;-2.1897810218978;-5.33333333333334
2017M06;42887;0.374115672260023;0.546940679036845;0.167740425444962;0.424117926755518;0.515953633534871;-0.28;2.02036911834516;0.0563585041310119;0.162761741809134;0.11758491841374;-0.0228431720306114;-0.404346866752917;-6.32911392405064;-4.75337021740825;-2.23880597014926;-2.81690140845069
2017M07;42917;0.00934887148746899;0.0233435909843482;-0.0311085100255015;0.105144735578566;-0.599537220630975;-0.12;0.104340714733908;-0.035020931373265;-0.335627111615759;0.0170392882950387;0.15255550680621;0.303444091086688;0;-0.00818129755379622;-1.5267175572519;0
2017M08;42948;-0.485668966374642;-0.732939049399972;-0.57695464062677;-0.126139862606156;0.53349293930105;0.33;0.366220394250316;-0.245047475297069;-0.267074921635645;-0.359205931697618;-0.217382157213893;0.485898894897603;-6.75675675675676;0.932744231713304;-1.55038759689923;-8.69565217391305
2017M09;42979;-0.360364912594191;-0.552417007637307;-0.465804127963976;-0.0779135217776061;0.884743478247518;0.07;0.155777448758343;-0.237452112343476;-0.391049318255465;-0.198125010428601;-0.248707363006008;0.413834813908196;-1.44927536231883;-3.94779507133593;-1.57480314960629;6.34920634920635
2017M10;43009;0.129600200021085;0.374165058712772;0.0118977877625603;-0.0660638540414205;0.555655849299241;0.32;-0.0980852360701334;-0.274290590729744;-0.0612954750946636;-0.373301406179221;-0.341201700510752;-0.104428425617157;1.4705882352941;3.06354966663854;-1.59999999999999;-4.4776119402985
2017M11;43040;-0.575298595112816;-0.266686397674387;-0.658985820729907;-0.830189232160039;-0.921180595915227;0.55;1.03020484876535;-0.121051601061782;-0.114435252464972;-0.0967527384190499;0.0250703030975428;-0.722933655479026;-7.24637681159419;2.15361939076318;-1.62601626016261;-7.8125
2017M12;43070;-0.0965308442792079;0.104006503043541;-0.0392159269018588;-0.337314803889277;-1.18410489271338;0.28;0.197137343643727;0.12131553360528;0.268532658577664;0.155033611377219;0.0356643906867475;-0.298539587761557;1.5625;3.60721442885772;-1.65289256198347;-1.6949152542373
2018M01;43101;-0.746811824520621;-0.556793834105151;-0.724587635876739;-0.975717253311681;-1.32673675855537;0.68;-0.17388774195336;1.00712277154132;0.336577572468944;1.33134666938386;0.825255156196137;0.741798220673983;3.07692307692308;-0.765957446808518;3.36134453781513;-6.89655172413792
2018M02;43132;0.0951197614164734;0.325485185439867;0.0360607416326042;-0.0796526425741573;-0.426161650894286;0.08;0.539921579513503;0.659081215851605;1.00113325607219;0.623137967112833;0.347031077525667;0.580434549087408;0;6.69733354124435;3.25203252032519;0
2018M03;43160;0.0636529100494831;0.327279105517797;-0.0421191690729628;-0.113985952740403;-0.215563541700137;0.11;0.211909741635763;0.591673845701507;0.827828636428746;0.475254348749186;0.496114600289527;0.624693866411369;-1.49253731343284;18.0635732553891;3.93700787401575;-1.85185185185186
2018M04;43191;-0.437480310216565;-0.356527215687774;-0.60479476021853;-0.285068098725216;-0.693108905941386;0.4;0.352183496349356;0.325116073733147;0.575507028081752;0.265276882345368;0.143151854833446;0.279817744756485;0;-7.14860432010892;-1.51515151515151;-5.66037735849056
2018M05;43221;-0.600774306422258;-0.350025594408354;-0.911128827946528;-0.431056960833098;-1.32902002366745;0.75;-0.331042416396865;0.174943542064888;0.274735326213998;0.171478074431542;0.0709969233047979;0.144405248003985;-1.51515151515152;-17.0510598586855;-1.53846153846153;6
2018M06;43252;-1.70183551861034;-1.82710135940104;-1.74321291214128;-1.42739890096416;-2.20397208161195;1.43;2.10110943536557;0.104114408048606;0.128253564585982;0.267330844359315;-0.0545295277790328;-0.266949354343229;0;1.10093217614915;-1.56250000000001;-1.88679245283018
2018M07;43282;-0.240744864554787;-0.285670272263339;-0.32497735050403;-0.0555864314096599;-0.312013427288793;0.05;0.878186968838524;0.105254401835289;0.123264547883297;0.292471654833404;-0.0552135655473981;-0.453024755782641;-1.53846153846154;1.66123519593037;-1.58730158730158;3.84615384615385
2018M08;43313;-0.299863095657349;-0.747224833827653;0.0119052619718119;-0.176453904248131;0.13461234123775;-0.1;0.311576469958963;0.10678430647528;0.137351805819422;0.279279767153742;-0.0714517324129682;-0.391685171553452;0;2.57232212666145;-0.806451612903223;5.55555555555555
2018M09;43344;-0.921613180224679;-1.02502374624961;-0.866722042046641;-0.891205297970676;-0.594105115479049;0.57;0.21062734956141;-0.00465164370516642;0.374811148541818;0.0330082022062555;-0.269605917484556;-1.11615700173713;-3.125;-4.91653327235308;-2.43902439024391;-1.75438596491229
2018M10;43374;-0.96998681322189;-1.05009559626655;-0.911502481072979;-0.917926316145079;-1.26267146395742;0.72;0.0658489863246903;0.0307693004274672;0.892043874453939;-0.168444927380189;-0.316017617609348;-0.889580560005419;1.61290322580645;5.05852172518841;-0.83333333333333;1.7857142857143
2018M11;43405;0.304696042506469;0.557773134642803;0.102546960997318;0.19765805784917;0.882926720000121;-0.42;0.245275619337537;-0.119642951515789;0.451958951056008;-0.300277754191974;-0.264316599299893;-0.861712619204124;0;0.656238077069809;-1.68067226890757;-1.75438596491229
2018M12;43435;-0.193692740496276;0.120604414651582;-0.258998260806453;-0.502697699266552;-0.395638942278331;0.26;0.468795586558102;0.301949035366872;0.778739711891772;-0.00340670555447464;0.311158909935259;0.252842139372443;0;-1.51618527784095;0;-3.57142857142856
2019M01;43466;-0.0812838723648679;-0.0154921178699308;-0.00629594678547285;-0.279893776384676;-0.0040822397784912;0.08;-0.238913931586149;0.850123620406155;0.40398861826496;1.08948264194464;0.797073414095213;1.14377327535244;6.34920634920635;1.52413209144792;4.27350427350427;-7.40740740740741
2019M02;43497;-0.342932073197644;-0.201787486381066;-0.295807630338596;-0.563786835475499;-0.766136891860258;0.15;0.0919573688284325;0.536860374810187;0.971699864941904;0.306584909131486;0.594321736007462;-0.0551013971382562;-7.46268656716419;9.18947607855031;3.27868852459017;-1.99999999999999
2019M03;43525;-1.20114582690047;-1.17317895166884;-1.01233834386092;-1.47613687221192;-1.40041523729958;1.18;0.41508037225042;0.711453183270157;0.693597546855685;0.816618490493379;0.686273699440807;0.225369994029708;1.61290322580645;14.3531699187557;1.5873015873016;4.08163265306121
2019M04;43556;-1.01358437320812;-0.907627011787937;-0.842418016462443;-1.36493393055651;-1.32697161187867;0.83;0.011189805429046;0.641152219476432;0.296099466401451;0.812264496515581;0.797761745429429;0.404986990009216;0;-5.4044206946806;-1.56250000000001;3.92156862745098
2019M05;43586;0.204417179951699;0.529757187737667;0.147772612886699;-0.136107324449353;-0.240777969206163;0.12;0.134920791623072;0.682021248408383;0.542139353054453;0.608573331245362;0.977556409133017;1.03399585659581;0;-14.5525741430222;-1.58730158730158;1.8867924528302
2019M06;43617;0.62367177370739;0.879317961965964;0.420132832901032;0.556417203208515;0.429323012015215;-0.41;-0.072298975983609;0.346883073126463;0.421330219881577;0.115707938340228;0.608593581531017;0.945998901298234;-1.58730158730159;-5.67951318458419;-2.41935483870968;0
2019M07;43647;-0.57157462458769;-0.55762535739331;-0.665598044389215;-0.466664128544814;-0.536001819586907;0.54;-0.111157883659119;0.274087860892131;0.475609578963722;0.0705350432229259;0.438258496835844;0.555063344693554;1.61290322580645;2.79569892473119;-0.826446280991733;-1.85185185185186
2019M08;43678;-0.169885910023648;-0.236782376262912;-0.170213222017901;-0.112815284495804;0.251924155237626;-0.04;2.8985888968637;0.144797782892829;0.295202107571797;0.176755262260679;0.0704284389497789;0.0460826154696504;6.34920634920635;-0.751588408492173;-0.83333333333333;-3.77358490566038
2019M09;43709;0.105774812341375;-0.018323318024438;0.209343923148708;0.0957589222244204;0.564429160324798;-0.04;0.246370041402955;0.435343775231854;0.55371297876541;0.517466838909927;0.239836818755225;0.191294328999366;-7.46268656716419;-3.16964634241549;0;0
2019M10;43739;-0.110839543662122;-0.272657829057221;-0.0764680413626428;-0.00230816893341812;0.655273582962734;-0.01;0.117456304977859;1.29587296770845;2.98180405896358;1.13192089080983;-0.0794396376835589;-0.503101261547738;-3.22580645161291;5.49866967669112;-0.840336134453779;-3.92156862745097
2019M11;43770;-0.294457844783436;-0.352875205416248;-0.36953785542726;-0.1482364078911;0.116665912721481;0.47;-0.0248664226781825;0.355046635573117;0.0502134641938412;0.419892038615885;0.447795942306251;0.467050290650948;-3.33333333333334;0.420328620557899;-4.23728813559322;-2.04081632653062
2019M12;43800;-1.00351030382141;-0.853780088737754;-1.07042917884754;-1.12396484556829;-0.977255341311101;1.15;0.0835464511891093;0.299787434361843;-0.227402102618523;0.430607951847799;0.411070627719997;0.729628084678305;0;-1.10350076103502;-1.76991150442479;0
2020M01;43831;0.0974928869403646;0.13569936090525;0.00774892570132302;0.195293967243737;-0.175394207140611;0.17;0.287389281845418;0.406930166661207;0.527376595226847;0.570798305175427;0.117635898138515;-1.46892379099493;3.44827586206897;-0.200076952674098;2.70270270270271;4.16666666666667
2020M02;43862;0.260756095032111;0.562585668894888;0.0415664877977839;0.199446632673572;-0.295560379176707;0.16;0.521663987393661;0.388406752051467;0.0918640882120655;0.425019299682524;0.606377103820433;0.6580905704141;-1.66666666666667;4.54159919808776;3.50877192982456;0
2020M03;43891;0.188819852972588;0.123652500289162;0.000721775250367429;0.42051100436884;1.31779701403969;-0.32;0.841961542837644;0.840922283055626;0.913637020781402;0.689160136538076;0.774349527484545;1.34512708252884;-1.69491525423729;8.4673255642425;5.08474576271186;-4
2020M04;43922;-0.0347909977585159;0.0606808001790471;-0.14740619227247;-0.0523879387785642;0.337670550047142;-0.05;0.117216392743869;0.815645113861015;0.908124723577932;0.716056665705984;0.686012748829624;1.13372119921779;0;-16.109071127431;2.41935483870967;6.25
2020M05;43952;0.0839321731215259;-0.191211424861915;0.221938136562261;0.21833956227304;0.663806344153417;-0.44;0.293010937822835;0.249353219281732;0.208823976587269;0.215234280436948;0.364724480391516;-0.012250773326594;0;-7.4329253465186;3.1496062992126;-5.88235294117647
2020M06;43983;0.048840231800118;0.201762079573853;-0.0978448337271232;0.0285461608594328;0.126744967086201;0.35;0.210376492767916;-0.309461669024916;-0.514244085285287;-0.353133981973952;0.0207115058563906;-0.362921603007213;0;0.805604203152366;3.81679389312977;0
2020M07;44013;0.118770115224121;-0.185153187379583;-0.0859842659291177;0.532145788598171;2.85683804864394;0.37;0.136426497888187;-0.684286298877301;-0.930829453842119;-0.796045666291334;-0.440865528227497;0.0895426197357892;0;4.6038915913829;3.67647058823529;-6.25
2020M08;44044;0.142694634136786;-0.0296079409098815;-0.133307502242141;0.471646881701249;2.77138777050177;0.33;1.39226725559114;-0.69420453609279;-0.838449569284966;-0.815820975330116;-0.556586511870977;0.237108099271603;0;0.847035376183355;4.96453900709221;-4.44444444444445
2020M09;44075;-0.722568098210818;-1.11868892354688;-0.624315835156342;-0.507421958862109;1.06996998546687;0.68;2.72605118325224;-0.852903962979542;-1.02817738982205;-0.873099318030549;-0.832681950759161;0.0988525231163872;0;0.494071146245066;0.675675675675673;9.30232558139536
2020M10;44105;-0.602678592202144;-0.712909422314156;-0.39036093477397;-0.778408821248866;-0.221956237394727;0.63;2.25472746168456;-0.519597504200493;-0.585207265698984;-0.569497508760679;-0.295958425667559;-0.44770621311452;-1.72413793103448;4.99836119305144;-2.01342281879195;-2.1276595744681
